级别	日期和时间	来源	事件 ID	任务类别
信息	2018/11/5 17:44:31	Service Control Manager	7040	无	Windows Modules Installer 服务的启动类型从 自动启动 更改为 按需启动。
信息	2018/11/5 17:44:29	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 heci.inf_amd64_f8de8314845ca592 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D3A&SUBSYS_385417AA&REV_21\3&11583659&0&B0，返回的状态值为: 0x0。
信息	2018/11/5 17:44:29	MEIx64	2	无	Intel(R) Management Engine Interface driver has started successfully.
信息	2018/11/5 17:44:29	Service Control Manager	7045	无	"服务已安装在系统中。

服务名称: Intel(R) Management Engine Interface 
服务文件名: \SystemRoot\System32\drivers\TeeDriverW8x64.sys
服务类型: 内核模式驱动程序
服务启动类型: 按需启动
服务帐户: "
信息	2018/11/5 17:44:23	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 bcmsmbsp.inf_amd64_da88ad8cf9f1145b 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D23&SUBSYS_385317AA&REV_21\3&11583659&0&FC，返回的状态值为: 0x0。
信息	2018/11/5 17:44:23	Service Control Manager	7045	无	"服务已安装在系统中。

服务名称: SMBus Controller Service
服务文件名: \SystemRoot\System32\drivers\bcmsmbsp.sys
服务类型: 内核模式驱动程序
服务启动类型: 按需启动
服务帐户: "
信息	2018/11/5 17:44:12	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:12	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:12	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:12	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:09	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:09	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:09	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:07	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:07	Microsoft-Windows-WindowsUpdateClient	19	Windows 更新代理	安装成功: Windows 成功安装了下列更新: 9WZDNCRFJ3P2-MICROSOFT.ZUNEVIDEO
信息	2018/11/5 17:44:07	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:07	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:05	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:05	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:05	Microsoft-Windows-WindowsUpdateClient	43	Windows 更新代理	安装已启动: Windows 已开始安装以下更新: 9WZDNCRFJ3P2-MICROSOFT.ZUNEVIDEO
信息	2018/11/5 17:44:04	Microsoft-Windows-Kernel-General	16	无	已经清除配置单元 \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\Settings\settings.dat 中的访问历史记录，更新 3 个项并创建 1 个已修改的页面。
信息	2018/11/5 17:44:03	Microsoft-Windows-WindowsUpdateClient	44	Windows 更新代理	Windows 更新已开始下载更新。
信息	2018/11/5 17:44:03	Microsoft-Windows-WindowsUpdateClient	19	Windows 更新代理	安装成功: Windows 成功安装了下列更新: 9PBPCH085S3S-Microsoft.Print3D
信息	2018/11/5 17:44:00	Microsoft-Windows-Kernel-General	16	无	已经清除配置单元 \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneVideo_10.18082.13811.0_x64__8wekyb3d8bbwe\ActivationStore.dat 中的访问历史记录，更新 0 个项并创建 0 个已修改的页面。
信息	2018/11/5 17:43:59	Microsoft-Windows-WindowsUpdateClient	43	Windows 更新代理	安装已启动: Windows 已开始安装以下更新: 9PBPCH085S3S-Microsoft.Print3D
信息	2018/11/5 17:43:56	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 sunrisepoint-lpsystemthermal.inf_amd64_c9302f8b475bf88c 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D31&SUBSYS_384517AA&REV_21\3&11583659&0&A2，返回的状态值为: 0x0。
信息	2018/11/5 17:43:55	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 sunrisepoint-lpsystem.inf_amd64_0f0e1b93f91d5f8f 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D4E&SUBSYS_383917AA&REV_21\3&11583659&0&F8，返回的状态值为: 0x0。
信息	2018/11/5 17:43:55	Microsoft-Windows-Kernel-Power	521	(220)	可用电池计数变化。
信息	2018/11/5 17:43:55	Microsoft-Windows-Kernel-Power	521	(220)	可用电池计数变化。
信息	2018/11/5 17:43:54	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 sunrisepoint-lpsystem.inf_amd64_0f0e1b93f91d5f8f 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D23&SUBSYS_385317AA&REV_21\3&11583659&0&FC，返回的状态值为: 0x0。
信息	2018/11/5 17:43:54	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 sunrisepoint-lpsystem.inf_amd64_0f0e1b93f91d5f8f 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D21&SUBSYS_385717AA&REV_21\3&11583659&0&FA，返回的状态值为: 0x0。
信息	2018/11/5 17:43:54	Microsoft-Windows-UserPnp	20001	(7005)	“驱动程序管理”结束了为设备安装驱动程序 sunrisepoint-lpsystem.inf_amd64_0f0e1b93f91d5f8f 的过程，设备实例 ID 为 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8，返回的状态值为: 0x0。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11948 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11900 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11636 的应用程序 \Device\HarddiskVolume9\Windows\SysWOW64\wbem\WmiPrvSE.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11588 的应用程序 \Device\HarddiskVolume9\Program Files\Common Files\microsoft shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11540 的应用程序 \Device\HarddiskVolume9\Windows\System32\wbem\WmiPrvSE.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11464 的应用程序 \Device\HarddiskVolume9\Windows\System32\SearchFilterHost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11440 的应用程序 \Device\HarddiskVolume9\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_250db833a1cd577e\GfxDownloadWrapper.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11428 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 11088 的应用程序 \Device\HarddiskVolume9\Windows\System32\drvinst.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10868 的应用程序 \Device\HarddiskVolume9\Windows\System32\rundll32.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10844 的应用程序 \Device\HarddiskVolume10\Program Files (x86)\MyDrivers\DriverGenius\dgservice.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10808 的应用程序 \Device\HarddiskVolume9\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_250db833a1cd577e\igfxEM.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10736 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10560 的应用程序 \Device\HarddiskVolume9\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.17134.1_none_eedfeda03074e04e\TiWorker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10532 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10484 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10380 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10260 的应用程序 \Device\HarddiskVolume9\Windows\System32\msiexec.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10136 的应用程序 \Device\HarddiskVolume9\Users\Administrator\AppData\Local\Microsoft\OneDrive\OneDrive.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10076 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10044 的应用程序 \Device\HarddiskVolume9\Program Files\CONEXANT\ForteConfig\fmapp.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 10000 的应用程序 \Device\HarddiskVolume9\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_250db833a1cd577e\igfxCUIService.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9976 的应用程序 \Device\HarddiskVolume9\Program Files\CONEXANT\SAII\SmartAudio.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9888 的应用程序 \Device\HarddiskVolume9\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18081.14710.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9860 的应用程序 \Device\HarddiskVolume9\Windows\System32\wbem\WmiPrvSE.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9632 的应用程序 \Device\HarddiskVolume9\Program Files\Windows Defender\MSASCuiL.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9552 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9488 的应用程序 \Device\HarddiskVolume9\Windows\System32\MusNotifyIcon.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9304 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 9136 的应用程序 \Device\HarddiskVolume9\Windows\servicing\TrustedInstaller.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8840 的应用程序 \Device\HarddiskVolume9\Windows\System32\dllhost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8836 的应用程序 \Device\HarddiskVolume9\Windows\System32\Windows.WARP.JITService.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8676 的应用程序 \Device\HarddiskVolume9\Windows\System32\msiexec.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8656 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8576 的应用程序 \Device\HarddiskVolume9\Windows\System32\dllhost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8560 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8480 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 8228 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7916 的应用程序 \Device\HarddiskVolume9\Program Files\WindowsApps\Microsoft.SkypeApp_14.33.41.0_x64__kzf8qxf38zg5c\SkypeApp.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7868 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7860 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7812 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7712 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7696 的应用程序 \Device\HarddiskVolume6\MyDrivers\update\SetupChipset_101145.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7676 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7524 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7404 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7384 的应用程序 \Device\HarddiskVolume9\Windows\System32\browser_broker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7340 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7316 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7152 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7084 的应用程序 \Device\HarddiskVolume9\Windows\System32\smartscreen.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7076 的应用程序 \Device\HarddiskVolume9\Windows\System32\wuauclt.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 7056 的应用程序 \Device\HarddiskVolume9\Windows\System32\ApplicationFrameHost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6928 的应用程序 \Device\HarddiskVolume9\Windows\System32\dasHost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6756 的应用程序 \Device\HarddiskVolume9\Windows\System32\conhost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6672 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6656 的应用程序 \Device\HarddiskVolume9\Windows\System32\atieclxx.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6644 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6528 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6388 的应用程序 \Device\HarddiskVolume9\Windows\System32\SearchIndexer.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6300 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6180 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 6088 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5848 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5836 的应用程序 \Device\HarddiskVolume9\Windows\System32\wbem\WmiApSrv.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5748 的应用程序 \Device\HarddiskVolume9\Windows\System32\InputMethod\CHS\ChsIME.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
